2020-10-05T23:23:13.000Z	1313258473346433025	so glad we found a cure right after i went to a 0 person wedding 🙏🏻🙏🏻🙏🏻🙏🏻	{'place_id': '1d9a5370a355ab0c'}
2020-10-05T22:25:43.000Z	1313244001089261568	If you’re almost 0 n wondering if it’s embarrassing to get so fucked up at your childhood best friend’s wedding that you puke in a bed and people wrap you up and leave you bc the smell is so bad you probably never left your home town and have had two girlfriends 🤣🤣🤣	{'place_id': '1d9a5370a355ab0c'}
2020-10-05T22:07:01.000Z	1313239296183357440	I’ve always wanted to go tryin on wedding dresses for fun lbs	{'place_id': '1d9a5370a355ab0c'}
2020-10-05T21:28:53.000Z	1313229700102262786	how it started and how it’s going:from friends to accidentally going on a date to lovers 	{'place_id': '918c943e88cc3e5d'}
2020-10-05T21:12:05.000Z	1313225472424251398	Celebrating my nephew wedding alf mabrook! @ Almaz Salon & Spa 	{'coordinates': {'type': 'Point', 'coordinates': [-87.79754, 41.70749]}, 'place_id': '4f798ddf05f97f68'}
2020-10-05T20:49:05.000Z	1313219684465020930	 to 0 year ago today at my brother and sister-in-laws wedding in Chicago! My handsome boys all dressed up😍    @ Chicago, Illinois 	{'coordinates': {'type': 'Point', 'coordinates': [-87.632496, 41.883222]}, 'place_id': '1d9a5370a355ab0c'}
2020-10-05T20:30:36.000Z	1313215032948396032	Just got to the gym 	{'place_id': '1d9a5370a355ab0c'}
2020-10-05T20:12:27.000Z	1313210463077924865	Bout to take a shit beat my dick sleep then go to the gym 😈💜	{'place_id': '1d9a5370a355ab0c'}
2020-10-05T20:09:04.000Z	1313209612468989954	Need a wedding band for your stack or maybe just a statement ring that you can wear every day? These pavé bands are perfection 😍💎💍 @ European Jewelry Inc 	{'coordinates': {'type': 'Point', 'coordinates': [-87.93578, 42.06335]}, 'place_id': 'b8fcb766f3f544fe'}
2020-10-05T15:14:41.000Z	1313135529031020546	   I have HIV, when I go on a date with someone they already know because I told them before. And I’m on treatment that has suppressed the virus and has made it virtually impossible to transmit.	{'place_id': '1d9a5370a355ab0c'}
2020-10-05T13:32:32.000Z	1313109822049529856	“off-white 0s at the wedding” feels like an Action Bronson lyric“It’s me it’s me.”“Wife got the Satin 0s sumn sumn sumn stacking funds”It makes sense in my head	{'place_id': '1d9a5370a355ab0c'}
2020-10-05T12:45:36.000Z	1313098011145383941	Considering going to the arcade sometime this week but I haven’t played a Voltex update since the first Ichika event, I don’t even know what the fuck I’d play 😟	{'place_id': 'da64cd6b4a6e157c'}
2020-10-05T03:44:41.000Z	1312961882865754112	  Hilarious that conservatives follow trump, the fake conservative. The guy who cheated on his wife with a porn star. The guy who doesn’t pay his workers. The guy that doesn’t go to church or read the Bible. You’re sheep. Pathetic.	{'place_id': '1d9a5370a355ab0c'}
2020-10-05T02:15:36.000Z	1312939464122077184	this is the only proof i have that there were cowboy hats at the wedding 	{'place_id': '1d9a5370a355ab0c'}
2020-10-08T12:54:12.000Z	1314187337396629506	0 non blacksThe pride and the prejudiceThirst Traps 0 TrumpPeople with selective memory A gathering of idiots 	{'place_id': '1d9a5370a355ab0c'}
2020-10-08T02:06:52.000Z	1314024432961310721	Gotta love it when the announcers see a play happen before it happens. You would think the player on the field, playing the game could see the mismatch and fix it. That’s an on field error. Come on BB, call that out. 	{'place_id': '1d9a5370a355ab0c'}
2020-10-08T00:53:14.000Z	1314005899476971520	We can't lose sight of the human toll of covid0. I am thankful to  for being an online gathering place for all of us to grieve collectively and remember the individuals lost to this virus. 	{'place_id': '1d9a5370a355ab0c'}
2020-10-09T16:06:31.000Z	1314598125194170375	  Well, gathering supplies would’ve been a good start. Even something as simple as stocking up on the tests and PPE, something we had plenty of time to do, would have made an immense difference	{'place_id': '893163e131e6e67c'}
2020-10-09T15:28:39.000Z	1314588594749812737	How could A roomContain such A gathering of Black bootlickersAnd Sambos and SambatsWho worships A lyingcrooked currupt piss poor President is the Alpo that Tasty 	{'place_id': 'c8b021ffd0c94ffc'}
2020-10-09T00:15:36.000Z	1314358817677807617	   These men aren’t being violent. The 0 percent rise in NYC in homicides since the pandemic began is violence. These men are peacefully gathering to protest the closures of their church. Which I think is still allowed in the United States. Not sure anymore	{'place_id': '1d9a5370a355ab0c'}
2020-10-10T19:00:39.000Z	1315004335663788037	After being snubbedAt the Republican convention She feels the need to show that she's still a bootlicking lackeySo she called her gathering of Sambos and Sambats to bow b0 theGod of ignorance And be use 0 a photo Opp 	{'place_id': '1d9a5370a355ab0c'}
2020-10-10T13:31:50.000Z	1314921582595321856	The 0yo is running around gathering items that start with each letter of the alphabet..  so I think kindergarten is working?	{'place_id': '1d9a5370a355ab0c'}
2020-10-10T03:16:40.000Z	1314766772495699970	Gathering all of the clips of Mario for Smash 0 Wii U	{'place_id': 'eb7b63633846877b'}
