932075166426894337	2021-06-21T23:51:28.000Z	1407124036337946627	Instead of going to the gym.. here we are about to stuff ourselves 🍝😋	{'place_id': '0fc2e8d1d5d4c020'}
958406609914486785	2021-06-21T23:44:24.000Z	1407122258552754183	I swear I hate working out with ppl. I don’t come to the gym to record myself working out. Don’t fucking record me 🤦🏻‍♀️	{'place_id': '1c69a67ad480e1b1'}
1100081887861714944	2021-06-21T23:29:17.000Z	1407118456714051585	I’ve always wanted to have a private wedding at the beach… so romantic. 😭	{'place_id': '00f2b6161655c5cc'}
2337349430	2021-06-21T23:19:57.000Z	1407116108004564993	Getting married? Know someone getting married? Call us and setup your tasting. 0 Bookings are underway         	{'coordinates': {'type': 'Point', 'coordinates': [-95.68866, 29.99546]}, 'place_id': '1c69a67ad480e1b1'}
3259836446	2021-06-21T22:34:12.000Z	1407104591800324096	Hate mfs who come to the gym for photo shoots. Let me work out in peace.	{'place_id': '0c8f7401c5556002'}
1588996818	2021-06-21T22:18:33.000Z	1407100654099836933	Me n Kristin are going to the gym … then going to get wings… it’s a balance 😂	{'place_id': 'cf3b45e29c2c319b'}
357923374	2021-06-21T22:00:46.000Z	1407096180090224650	It’s Monday…go to the gym	{'place_id': '1c69a67ad480e1b1'}
955244546333528064	2021-06-21T20:40:36.000Z	1407076006461153286	I want to go on a date	{'place_id': '1c69a67ad480e1b1'}
108657238	2021-06-21T20:02:23.000Z	1407066387525287950	Made to the gym without EarPods 🤡 💀 🤡 💀	{'place_id': '0d2226aa5b169000'}
515974995	2021-06-21T18:37:55.000Z	1407045132776509451	Perks of having our wedding far out i get to do everything con calma y nada con prisa  💃🏽	{'place_id': '1c69a67ad480e1b1'}
68749232	2021-06-21T17:42:46.000Z	1407031253510012934	Drinking a Dont Be Tarty To the Party - Lemon by  at  — 	{'coordinates': {'type': 'Point', 'coordinates': [-95.3807068, 29.7711105]}, 'place_id': '1c69a67ad480e1b1'}
2871045344	2021-06-21T17:04:18.000Z	1407021569659002880	So much for going to the gym today…le sigh 	{'place_id': '1c69a67ad480e1b1'}
1616666366	2021-06-21T16:21:39.000Z	1407010838960082953	now that the wedding is ova vacay me neeeeow	{'place_id': '1c69a67ad480e1b1'}
883380006738698240	2021-06-21T14:22:56.000Z	1406980960848076807	The most reliable, complete and authoritative guide to BBQ in Houston has arrived and it is GLORIOUS. 	{'place_id': '1c69a67ad480e1b1'}
1219757032644976641	2021-06-21T13:33:19.000Z	1406968474560339973	Finna start going to the gym 🙂	{'place_id': '1c69a67ad480e1b1'}
1011674362594906112	2021-06-21T06:58:01.000Z	1406868993781243904	 I will cry can I please chug the bottle at the wedding	{'place_id': '1c69a67ad480e1b1'}
757405482755629056	2021-06-21T06:49:45.000Z	1406866915428081669	We should be going to. Church every sunday 	{'place_id': 'cddb718d9306e2f9'}
909165068981555202	2021-06-21T06:14:25.000Z	1406858020932497409	How am I gonna go to the gym early if I stay up till 0 bro come on go to sleep	{'place_id': '1c69a67ad480e1b1'}
1082529773526663168	2021-06-21T05:00:59.000Z	1406839541395251200	i want hookah at my wedding, that’s too ghetto?	{'place_id': '1c69a67ad480e1b1'}
918121761991950337	2021-06-21T03:54:49.000Z	1406822891769974786	"       No. We do not KNOW that. You might as well eat out of the toilet if you get your ""news"" from fox. Just eat all that shit up."	{'place_id': '1c69a67ad480e1b1'}
75133331	2021-06-21T03:08:56.000Z	1406811342967869441	The world makes you believe you are late to the party of success. Truth is, they are just now realizing what was there all along.         	{'place_id': '1c69a67ad480e1b1'}
31325981	2021-06-21T02:48:45.000Z	1406806265481859081	Just sang our hymn at Shirley’s wedding. Top five moments.   💚💗	{'place_id': '1c69a67ad480e1b1'}
1378228021	2021-06-21T01:57:26.000Z	1406793349223288834	Pulled up to the gym and realized I left my earbuds at work 	{'place_id': 'c7b527911412a784'}
343078909	2021-06-21T00:05:38.000Z	1406765215300173827	 The group said no to the meetup. I’m not  so I can’t plan these things. Sorry!	{'place_id': 'c484d6c5cd72beb0'}
1406231994065903616	2021-06-22T20:56:30.000Z	1407442395202043908	 No. It aint. He want a date to the wedding… & he fuckin wit me so.. so asked me.	{'place_id': '1c69a67ad480e1b1'}
789189605237010432	2021-06-22T20:55:56.000Z	1407442252092350464	Bday outfit cute af but I need to start going to the gym  and stop playing 😭	{'place_id': '1c69a67ad480e1b1'}
3396349263	2021-06-22T19:27:39.000Z	1407420035489046528	My neighbor continuously asking to take me on a date is starting to concern me.	{'place_id': '1c69a67ad480e1b1'}
1209711643954954241	2021-06-22T18:19:31.000Z	1407402888763215875	Richard Webber shedding tears at Bailey’s wedding after Adele died made the thugs cry	{'place_id': 'bcb210d6cf34438a'}
