291448960	2020-08-03T23:39:44.000Z	1290432193353748481	 Who is this character? I'm way behind on Days. I'm at Eli and Lani's wedding 😫💀	{'place_id': '7ad2e48aebe2e3ea'}
237088906	2020-08-03T22:19:25.000Z	1290411980772139008	I need to order a planner for this wedding yo.	{'place_id': '3b77caf94bfc81fe'}
2282955074	2020-08-03T22:06:19.000Z	1290408683164143616	I miss going to church :(	{'place_id': '07dccb89e8f25a8f'}
1065863441896751104	2020-08-03T21:29:24.000Z	1290399391308627969	 I’m literally dreading the day I go back to the gym bcuz that’s finna be EMBARRASSING 💀	{'place_id': 'b2fda7385aa963dd'}
3029706203	2020-08-03T21:22:11.000Z	1290397575175008256	Damn I wanna go on a date to a concert😭 fuckin corona	{'place_id': '01c060cf466c6ce3'}
2455664794	2020-08-03T20:52:09.000Z	1290390021116014592	My wedding cake gone have to be a edible	{'place_id': '3b77caf94bfc81fe'}
59047876	2020-08-03T20:50:29.000Z	1290389599542370305	WELCOME TO THE PARTY, PAL: Seattle Police Chief Urges City to Oppose ‘Mob Rule’ After Rioters Target… 	{'place_id': '3b77caf94bfc81fe'}
3423114806	2020-08-03T19:36:38.000Z	1290371013855731712	Something dainty and simple. ❤️                … 	{'place_id': '3b77caf94bfc81fe', 'coordinates': {'type': 'Point', 'coordinates': [-118.2445, 34.0564]}}
4771996141	2020-08-03T19:27:12.000Z	1290368639829291009	I really miss going to the movies	{'place_id': '0c2e6999105f8070'}
1164920845	2020-08-03T18:57:31.000Z	1290361170633740288	Wait, y'all actually go to the gym? 😳😳😳 	{'place_id': '3b77caf94bfc81fe'}
256550932	2020-08-03T18:34:24.000Z	1290355352882446336	 I’ll be your limo driver for your wedding.	{'place_id': '4baf4d09759d33e4'}
78544979	2020-08-03T18:28:33.000Z	1290353882548391937	OUR FIRST ZOOM WEDDING!!💞😍This was sooo Good!👏🏾 Love You💖It was very well organized and put together...it actually felt like we were there! There were over 0… 	{'place_id': '3b77caf94bfc81fe', 'coordinates': {'type': 'Point', 'coordinates': [-118.2445, 34.0564]}}
576826815	2020-08-03T17:42:45.000Z	1290342356588232704	I have never been to a wedding but have been invited to a divorce party, is this the energy I excude? 🤣	{'place_id': '3b77caf94bfc81fe'}
22707295	2020-08-03T17:03:27.000Z	1290332464913608704	  Their wedding means they can set and suggest a dress code, but keeping people from attending because they don’t adhere to it makes the couple the asshole.	{'place_id': 'a75bc1fb166cd594'}
824049568614449152	2020-08-03T16:29:34.000Z	1290323935779684361	idk who needs to hear this but go listen to a hozier song that isn’t take me to church	{'place_id': '7b2a70199c4d7b6d'}
3140673367	2020-08-03T16:12:23.000Z	1290319611884261376	I would spend $0 on Starbucks for a drink & banana bread. When I now spend $0.0 for a bomb ass donut and a bomb ass coffee with the chinitos 🙊	{'place_id': '70707114a9202b98'}
20169430	2020-08-03T14:40:26.000Z	1290296474559905793	Happy 0th wedding anniversary to us. Our marriage is now an adult.  Watch out. 	{'place_id': '07d9ca1ef4080000'}
40548108	2020-08-03T11:06:42.000Z	1290242685303889920	It’s wedding day!!! 🤍🤍🤍	{'place_id': '59612bd882018c51'}
198420647	2020-08-03T09:33:18.000Z	1290219180810067968	 I was ON A DATE too🤧. We were at a little barbecue and I was taking shots of gin with some ppl there. He brought me a plate of food including steak. I tried to cut the steak on a styrofoam plate while holding it in my hand 🤣. The knife went straight thru (obviously) lmfao	{'place_id': '3b77caf94bfc81fe'}
3431717713	2020-08-03T06:44:37.000Z	1290176732079640579	This better play in my wedding and I’ll be flashing my ring to the hating hoes and to the bitches that air’d me or play me and my wife 	{'place_id': '3b77caf94bfc81fe'}
578145362	2020-08-03T06:23:01.000Z	1290171296471330816	You know what’s not my type? Any guy who’s officiated a wedding	{'place_id': '3b77caf94bfc81fe'}
54366219	2020-08-03T06:08:01.000Z	1290167521438339072	unless you dating a dwarf, why were you on a date with someone under 0 feet 	{'place_id': 'd07feb9e5b1ce37c'}
2293575800	2020-08-03T05:19:32.000Z	1290155317070712837	sobbing while reading my letters from search, oh how I miss going to church	{'place_id': '3b77caf94bfc81fe'}
204556068	2020-08-03T05:13:08.000Z	1290153707112259584	Going to the movies was legit one of my favorite things to do	{'place_id': '3b77caf94bfc81fe'}
