1249680345328431104	21035326	[CLS] my 0 y ##r old daughter is in the hospital and has tested positive for co ##vid 0 . . she ’ s on oxygen , alone and scared . all she did was go to work at a grocery store [unk] 	2
1249847140639277057	993917262590562305	[CLS] i see you as the kind of girl to visit the ducks , like you go out of your way to go by the lake . [unk] 	0
1249846429629263872	1098627576468250625	[CLS] i did the math , and it ’ s my cats 0 ##th day in qu ##aran ##tine . inside none other than going out to a few vet appointments . 	2
1249845321322070018	169982014	[CLS] q ##vc orders going out . a huge weekend with the big deal … 	0
1249844734895575047	1554868915	[CLS] saw someone on i ##g going out wearing gloves but still chooses to share a blunt with his friends . . . . bro just stay inside . . . . 	2
1249844660232732694	334833630	[CLS] i think the plan i have is going to work flourish [unk] 	2
1249843293577457664	767383298	[CLS] i think americans still don ’ t realize that go ##p tea ##par ##ty is just using dt to di ##sman ##tle everything and keep them in power people let ’ s go out massive ##ly 0 0 	0
1249842205960941568	44940015	[CLS] im in the supermarket just cu ##z wanted to go out . u ##gh crisis . 	2
1249838838953975810	36065775	[CLS] every night at 0 ##pm , the island of manhattan explodes into a chorus of cheers that can be heard from battery park to the heights . we cheer from our homes for healthcare workers who go out every day , putting themselves at risk , to help others and find cure ##s . [unk] 	1
1249836937151733762	2597224562	[CLS] you can open it but if half the country doesn t feel safe going out and spending money like before the economy will be slug ##gis ##h . that s why massive testing is needed so more will feel confident returning to school or work . 	2
1249836238300942342	606818106	[CLS] ev ##ry ##body baking this qu ##aran ##tine i had trouble finding baking sheets yesterday too l ##m ##fa ##o should i buy online id ##k if i could go out everyday or wait another week or two to try again 	2
1249834951517798403	1140839590716235781	[CLS] i ’ m grateful for it don ’ t get me wrong . but people try to act like it ’ s the reality of the world . . . and it ’ s not [unk] . average people not really getting two hours of sleep before they go to work . do what y ’ all want but y ’ all have to understand that what we do is not the norm . . . [unk] 	2
1249829273159991296	283830150	[CLS] the mayor on tv said the next school year will have to be the most remarkable year to make up everything our children educators lost this year . in the same breath , the mayor proposes significant direct cuts to school budgets that ’ ll lead to more losses our students will endure 	2
1249826127436296192	15275693	[CLS] any other day i d be like ah , stomach bug flu is ##h guess i ll go out and buy o ##j and rico ##la . i don t think i have that luxury right now . if i end up in a hospital my parents can t see me . that s what s going through my mind right now . i can t squeeze their hands . 	2
1249812897775132673	500358213	[CLS] ready to go out and spread the word about from a distance . 	1
1249810186736488450	23239131	[CLS] keep it funky team monday . we out there . whose with me use the hash ##tag let ’ s start a revolution . happy monday , now go out there and . … 	0
1249808730344042500	32234651	[CLS] my condo ##lence ##s go out to the cher ##a family . stanley was a great , generous , charitable self ##less man 	1
1249803381897560064	1191558300644577280	[CLS] l ##m ##fa ##oo ##oo ##o see rash ##eed [unk] when this is over you bring your ass to ny and we actually go out instead of saying we will and never do l ##ma ##o 	1
1249801447560171521	2151401720	[CLS] wait wait the movie takes place over decades . he ’ s going off to college when he meets her . he runs into her again a decade later . he ’ s in his late 0 ’ s then , she ’ s in her early or mid 0 ’ s . another decade passes , he ’ s in his early 0 ’ s and she visits him in a dream . 	1
1249801351321866241	806319276059566084	[CLS] why aren ’ t we fighting back go out there young people 0 feet apart and end his presidency 	1
1249799797906825219	35657420	[CLS] my hack is going out while it rains . i went to the grocery store and it was just me and the clerks — it was great 	1
1249797569384984576	113458749	[CLS] ok . i ’ m going to work out for the first time since this lock ##down . wish me luck 	1
1249792611419897859	1972777088	[CLS] its like you didn t go to college and they [unk] 	2
1249792277641408512	37303994	[CLS] my prayers go out to kat and his family . this is horrible . [unk] 	2
1249792020174065664	2510793763	[CLS] living here i hate living here this is the most terrible place to live in . and they also shut the water off knowing you home and can t go out . 	2
1249787438060449792	524076913	[CLS] i wanna go out and drink a pitcher of shitty beer and eat a pizza with olive ##s [unk] 	0
1249786931195543557	826611067	[CLS] i feel like going out to buy the easter sale chocolate should be essential 	2
1249785201338781701	755993304878059520	[CLS] it really makes us feel so much closer to the earth and something truly divine . i ’ ve normally spent my time indoors in a controlled environment but i definitely want to go out into nature when this is all said and done . 	2
1249781419326537728	984559875152900096	[CLS] i was at au ##c j ’ ou ##vert last year today drunk as hell then had to go to work and act like everything was ok from 0 0 . i miss that . 	2
1249778548619055104	330675958	[CLS] happy times are here again . [unk] going out in this horrible weather and pan ##de ##mic was worth it . [unk] … 	0
1249777978587910145	1245135517534031872	[CLS] please do not open up public schools yet because that is how the virus will continue to spread i do not feel comfortable my child has a severe compromise immune system i will not be sending her back to school until there is a cure or something else this is so sad 	2
1249773575285981186	1572697614	[CLS] looking forward to the day when we can go out in confidence again . [unk] [unk] . . . . . . . … 	0
1249773275464568835	217682582	[CLS] teacher if you don ’ t understand raise your hand ##me raising my hand [unk] you put your hand down you never know nt ##n id ##k why you even come to school me [unk] 	1
1249772371071963138	776188208598151168	[CLS] everyday on my way to school we hearing “ it ’ s like that ” 	1
1249768928911507459	128666352	[CLS] our program allows us to send out in mass but they go out individually and outlook brings up an alert message for each one , so i still have to approve each one manually . 	2
1249767968898191362	30139847	[CLS] we talk a lot about needing more space outdoors and that ’ s true , but it really feels like the choke ##points are shared interior spaces . it ’ d be nice to take a bike ride , but if i have to cross paths with three ne ##igh ##bo ##ors indoors each time i go out , that ’ s also a problem . 	1
1249761030068146176	975170827	[CLS] this is darling . happy birthday to my office [unk] i miss you . 	2
1249759366733062149	273760270	[CLS] stop acting like this qu ##aran ##tine the reason ya ##ll not going out . ya ##ll wasn t going out anyway [unk] 	2
1249753490634743808	536064777	[CLS] wife ##y complain ##s i over shop when i got on these supply runs but buy more , especially those things you will eat on a daily and you have to go out less is my mental ##ity 	1
1249753376004472832	104650874	[CLS] ‘ only we could go out for a half hour a day and see a dead body ’ 	2
1249748542060736515	45692925	[CLS] our thoughts and prayers go out to the families 	2
1249747139816759296	710958453	[CLS] returned to my office from a quick bathroom break to find my co worker eating my paperwork . should i fire him 	1
1249746094340399104	66088762	[CLS] take a moment to read this tag someone who needs to see this [unk] don ’ t be afraid to go out of your comfort zone like our content follow [unk] entrepreneur ##thi ##nk ##s … 	1
1249742348474556416	2156477931	[CLS] i pray my son doesn t go out like this 	2
1249740745512235012	3013181890	[CLS] that s why i got me a nursing job so no matter what kind of foolish ##ness happen with ya ##ll . . i can still get up , go to work , and get a check jack ##y clark 	2
1249737206215966721	270395034	[CLS] if the fails less stimulus checks go out . 	0
