2020-11-23T23:40:10.000Z	1331019742040133633	  Dam ... when I’m I going to work and eat .. shit	{'place_id': '16ff60eaacd70320'}
2020-11-23T23:34:50.000Z	1331018400638898176	My prayers go out to this nurse practitioner and to all the health care workers who are dealing this pandemic. 🙏🏽🙏🏽🙏🏽 	{'place_id': '01a9a39529b27f36'}
2020-11-23T22:29:29.000Z	1331001953183272964	the way i was meant to be a lawyer but i’m too lazy to go back to school	{'place_id': '011add077f4d2da3'}
2020-11-23T21:54:11.000Z	1330993069395685381	Sandy Alderson says he spoke to Tim Tebow on Saturday and says he is entitled to an opportunity. Noted the COVID cancellation of minor leagues as “not the way he wants to go out.” Alderson: “The Mets have benifitted. Baseball has benefited.”	{'place_id': 'eee6d4242f7819c2'}
2020-11-23T21:47:22.000Z	1330991357620613133	0 may be going out swinging, but the days keep delivering!  	{'place_id': '01a9a39529b27f36'}
2020-11-23T20:12:50.000Z	1330967566655827977	Whenever I think about my personal history as a bookworm, I always remember how I used  purely for escapism. While that isn’t entirely bad, I let it be a substitute for going out and living my own life. I feel like I’m slowly finding a happy medium. 	{'place_id': '789a596e07b40baf'}
2020-11-23T20:02:51.000Z	1330965053869322242	now that i’m back it’s time to start calling the bathroom the “washroom” to let everyone know i’m the main character bc i go to school in canada even tho i don’t call it a washroom when i’m there :D	{'place_id': 'b74cebcb62a1a686'}
2020-11-23T19:11:30.000Z	1330952130878902280	    I forgot those are the only two free agents that play that position. You don’t just stop after you miss out on 0 or 0 players. There was and is obvious holes along the Dline, go out and improve it	{'place_id': '5d09360434c9b510'}
2020-11-23T19:00:24.000Z	1330949337300471809	Marking period 0 grades .. 0 more marking periods then i’m off to college . happened so fast but looking to finish up strong ! 	{'place_id': '559cf1d51980ff42'}
2020-11-23T18:19:34.000Z	1330939060521750544	I am having cramps and I’m beyond bloated ... but still have to go to work 🙃	{'place_id': '01a9a39529b27f36'}
2020-11-23T16:58:34.000Z	1330918676921511938	- I want to go out to happy hour!! Who coming or taking me ?	{'place_id': '858cec499f8adba6'}
2020-11-23T16:56:17.000Z	1330918101077155841	It doesn’t fail, every time I go out I end up with a bruise	{'place_id': '01a9a39529b27f36'}
2020-11-23T16:40:53.000Z	1330914228585324545	   hey listen, if the city is going to go back on lockdown, please supplement the people who cannot go to work and will be stuck at home with no income. Thank you.	{'place_id': '01a9a39529b27f36'}
2020-11-23T16:17:03.000Z	1330908229417664513	0 yrs ago I moved to Rochester. My friends there asked me to go out with one of their friends. I was a city slicker and she told me she didn’t trust me. I only had to hear it once. She still single living with her mom and dating 0 yrs later. 	{'place_id': '011add077f4d2da3'}
2020-11-23T15:31:54.000Z	1330896865861259273	 I gotta go to work so shit gonna change. hopefully.	{'place_id': '011add077f4d2da3'}
2020-11-23T15:21:49.000Z	1330894330844880898	 We have 0 people out at Starbucks due to covid or waiting on test results. They can't staff all the shifts. Im now on my 0nd day home as I have no shift to work, no pay, no tips. I say it everyday. Wear your mask, wash your hands, only go out if absolutely needed.	{'place_id': '0102611f55c5f14b'}
2020-11-23T13:53:48.000Z	1330872180079521800	I’m not afraid or superstitious of “Scudetto.” You go out there, put the work in, fight together, and at the end of the day you see what happens when you give it your best. Go in for the kill every moment. 	{'place_id': 'b046074b1030a44d'}
2020-11-23T13:19:44.000Z	1330863604669816833	Chile I am not tryna go to work.	{'place_id': 'fa3435044b52ecc7'}
2020-11-23T13:01:54.000Z	1330859117796274183	Fuxk I gotta go out today	{'place_id': '01a9a39529b27f36'}
2020-11-23T12:59:20.000Z	1330858473475747840	See How Much Better Kids’ Lives Are When they Can Safely Bike To School...which they can't, because most of New York City is a hellscape of double-parked trucks, reckless drivers and dangerously designed roads.  via 	{'place_id': '01a9a39529b27f36'}
2020-11-23T12:35:59.000Z	1330852596098199552	Mannnnnn i dont wanna go to work...... but at oeast we have thur and Fri off	{'place_id': 'e4faa50d904ab815'}
2020-11-23T11:34:38.000Z	1330837155518832641	 Having to go to work right now is so extra lol	{'place_id': '01a9a39529b27f36'}
2020-11-23T11:28:57.000Z	1330835724145487880	I love rainy days but I hate having to go out when it rains	{'place_id': '01a9a39529b27f36'}
2020-11-23T11:21:33.000Z	1330833864953094150	It would be pouring when I have to go to work 🙄	{'place_id': '8479859139338fb7'}
2020-11-23T10:41:25.000Z	1330823765127729153	"Appreciate this quote from Warren Buffett — “I would recommend the Republicans, Democrats, whomever, go to work to help small businesses because they are the future of this country."" "	{'place_id': '00c39537733fa112'}
2020-11-23T10:36:32.000Z	1330822536188276737	 People going out when having covid is a crime. It is like having Aids and still having sex.	{'place_id': '7bc85d15fd696474'}
2020-11-23T07:53:24.000Z	1330781481644519426	 Im so sorry. Stay strong. This is going to be over soon. Then go out there and find the love you deserve.	{'place_id': '011add077f4d2da3'}
2020-11-23T05:42:42.000Z	1330748590852091904	 lmfao what if we gotta go to work?	{'place_id': '01a9a39529b27f36'}
2020-11-23T05:15:14.000Z	1330741677607284743	Time to go to work.	{'place_id': '364a45c10832ed51'}
2020-11-23T04:29:00.000Z	1330730044164071425	Twitter been coming at Mulatto and Doja Cat so wym? I also don’t agree with JT being ugly but nor do I see JT slander on my tl y’all definitely going out of your way to find it. 	{'place_id': '00c39537733fa112'}
2020-11-23T04:23:57.000Z	1330728772107165697	  Then go out and party and give the covid to your family, it’s your right this is America your free to do what you want until you break the law then you will be in jail.	{'place_id': '002e24c6736f069d'}
2020-11-23T04:19:12.000Z	1330727577384841217	I told Quaddy let’s go out soon and he  made the reservations 0 minutes later. I love having friends who want to do things 💙	{'place_id': 'fa3435044b52ecc7'}
2020-11-23T03:27:30.000Z	1330714564359548930	If you think wanting to give everyone health care is too extreme, but going out and murdering protesters on the street is heroic behavior, you need to seriously examine your morals (and desperately seek professional help). 	{'place_id': '011add077f4d2da3'}
2020-11-23T03:20:20.000Z	1330712761513496576	Shame Taker couldn’t go out with real chants and applause. 	{'place_id': '011add077f4d2da3'}
2020-11-23T03:00:47.000Z	1330707842488291328	Again, as we keep saying: someone who lives in one zip code may go to school in another zip code. The virus doesn't differentiated that, and our NYC is very much interconnected. Oy,  Prez Mulgrew... 	{'place_id': '01a9a39529b27f36'}
2020-11-23T03:00:26.000Z	1330707752809869314	Who want to college with Candiace? Has she always been this way 	{'place_id': '002e24c6736f069d'}
2020-11-23T02:21:58.000Z	1330698073186701312	Good cause on god some of ya be on here hot talking about “wear a mask” “don’t go out” “I’m trying to have a summer” but be at the club and at mad kick backs in someone crib. 	{'place_id': '002e24c6736f069d'}
2020-11-23T01:29:36.000Z	1330684893257469954	 Different POV.  It’s fine- go out and wear no mask and encourage others.  Give me a break. It’s basics.	{'place_id': '01a9a39529b27f36'}
2020-11-23T01:09:01.000Z	1330679715464671234	What it’s like going out in New York right now.  (Not my photo. Apparently a local bar but don’t know which one.)  	{'place_id': 'c2800db81ba22abc'}
2020-11-23T00:47:44.000Z	1330674357518135299	 Bro, don’t let that shit go out quietly, blast it everywhere man fr that ain’t funny	{'place_id': 'b87b05856ab8dbd8'}
2020-11-23T00:43:44.000Z	1330673351082315781	It’s about time honestly. I’m sick of seeing my LA/CA friends posting themselves going out every night acting as if we’re not dealing with a pandemic. America needs to go back in lockdown honestly if we’re gonna get through this 	{'place_id': '011add077f4d2da3'}
2020-11-23T00:34:17.000Z	1330670973813723137	Players from both sides knows the opposite side's Play Book. It's 👍 definitely going to work to a Tee. 	{'place_id': '00c39537733fa112'}
2020-11-23T00:01:39.000Z	1330662760745725953	Welp time for   the time where all storylines go out the door and it's champion Vs champion from brand. Again haven't watched each show during the pandemic so gonna based the ppv off of the matches. How do you think tonight will be?	{'place_id': '011add077f4d2da3'}
2020-11-24T23:43:31.000Z	1331382974919618563	Wait until u actually have to go to work.. 	{'place_id': '011add077f4d2da3'}
2020-11-24T23:24:15.000Z	1331378124928540674	So he goes on to tell me that he feels the need to say these things because he was raised by his “Aunte Patty” who’s a black women, how he got a $0,0 scholarship to college because he wrote a paper on what it is to grow up in the black house hold while being white	{'place_id': '011add077f4d2da3'}
2020-11-24T23:10:03.000Z	1331374550219677698	Anyone else have that time in the day when you’re like: I’m changing from my “casual” leggings, sports bra, and T-shirt to my “going out” leggings, sports bra, and T-shirt. And then just moving from your room to the living room to be “social”???	{'place_id': '01a9a39529b27f36'}
2020-11-24T22:10:37.000Z	1331359596556980224	Won’t be able to go home for the holidays this year .. urgg! guess I’ll look at my four walls in my room and go to work lmao	{'place_id': '011add077f4d2da3'}
2020-11-24T21:31:12.000Z	1331349675060965377	On GOD! This me when I go out... 	{'place_id': '01a9a39529b27f36'}
2020-11-24T21:22:17.000Z	1331347430885953538	 so sad to see you going out this way. Stand for principles and don’t be a follower.	{'place_id': '82a4f68b3d515bec'}
2020-11-24T21:05:13.000Z	1331343138091315200	I'm sadden by ER leaving  BUT if THIS IS HOW she going OUT! 👏 👏 I loved IT..reminds me of two women, Liam Nielsen's wife AND the news lady..sudden deaths.  show finally getting to a point. The ONLY issue 📣📣 It's a ensemble cast. AnyWho keep working on bloated cast 	{'place_id': 'fa3435044b52ecc7'}
2020-11-24T21:01:09.000Z	1331342114312032259	 My thoughts go out to a great man and family. 	{'place_id': '002e24c6736f069d'}
2020-11-24T20:18:36.000Z	1331331402944614400	  as someone who went to college in virginia & used to have grandparents in the tri-cities, i’ve driven through knoxville about 0,0 times. 😆	{'place_id': '011add077f4d2da3'}
2020-11-24T19:54:45.000Z	1331325402988621832	Packing for a holiday home:- early/mid twenties: makeup, going out clothes, heels, plans to go out - thirties*: skincare, sweatpants, slippers, good book & sleep kit (cbd gummies, pen, 0chi, melatonin, Tylenol PM)*this list would be the same regardless of covid	{'place_id': 'e9143a85705b4d40'}
2020-11-24T19:39:56.000Z	1331321673342214144	  I’m gonna go out on a limb and bet you do something for a living that indebted millienials would love to buy. But they can’t. Because the government mortgaged their education and they are still paying for it. There’s your selfish reason to help others in this.	{'place_id': '011add077f4d2da3'}
