1289723297253359616	251914871	[CLS] invite me to the wedding . 	1
1287870131641577474	2365550359	[CLS] a bitch can ’ t even take herself on a date i see [unk] 	2
1287820512626970624	1368127614	[CLS] let us cater your next event … 	0
1287819089784836098	302993859	[CLS] this is the t ##wee ##t that got me kicked out of the wedding party , i cannot make this shit up [unk] 	1
1287808200910282764	48047418	[CLS] i think i remember hearing he took the other contestants out for a drink . 	2
1287801517886644225	31345164	[CLS] im ##ma put it on my wedding registry 	1
1287798921050324998	598765968	[CLS] i hate when pp ##l ask me why i ’ m going to the gym if i ’ m “ already skinny ” like that ##s why , im trying to gain weight 	2
1287788311071854593	302993859	[CLS] my brother kicked me out of his wedding party on some petty racist shit , and as a result my dad put return to send ##er on his wedding invite [unk] papa jay is the goat and needs protected at all costs [unk] 	1
1287771875817463808	14072878	[CLS] love it when you can combine food and celebration together . i was pretty stoke ##d to find out that christine andrew was having their intimate wedding reception at i knew their food was going to be … 	0
1287761008442974209	39053084	[CLS] we re blushing . . . for amanda andrew s beautiful wedding day dl loft 	0
1287760999081287681	39053084	[CLS] we re blushing . . . for amanda andrew s beautiful wedding day dl loft 	0
1287748846680973312	549685307	[CLS] but i still went to the gym [unk] 	2
1287747785761214465	33440319	[CLS] i just requested time off for my wedding . . . . . that ’ s surreal . this ride is officially closing [unk] 	1
1287710369725796352	190457456	[CLS] two years ago today , one of my favorite animated movies called teen titans go to the movies based on my favorite teen titans go television series officially released in theaters which i actually got to see in theaters and i absolutely loved it so very much even the animation 	1
1287686970924314624	85044813	[CLS] yu ##p same here on my way to the gig listening to this 	1
1287668719305592837	503520640	[CLS] i don ’ t know , i ran into another room for some reason and then realized i didn ’ t say yes and came [unk] . didn ’ t think we could afford a wedding for a few more years at least let alone the beautiful ring that was presented . you just never know . this is a lovely reaction . 	1
1287635560581013507	188136929	[CLS] as sal ##aa ##m ala ##ik ##um family . on july 0 , 0 right here in chicago , illinois . 0 years ago in celebration of his granddaughter ’ s wedding , the honorable elijah muhammad called his beloved followers to chicago to display to the world , the high civilization culture of islam [unk] 	1
1287626294805565442	16538981	[CLS] vintage wedding charm bracelet via 	0
1287597208959954945	60393677	[CLS] i love her to death but i am really gonna need miss swift to be left at the alter on her wedding day because i need that album 	2
1287590755960344577	713876515985891328	[CLS] if i went to a restaurant and they asked me to put these on i would just order to go 	1
1287587534223093760	600563091	[CLS] if they didn ’ t create a fake victim ##hood class , the democrats wouldn ’ t have a party , platform or presence in modern political discourse . my goal is to di ##sman ##tle that false victim ##hood narrative . di ##sman ##tle victim ##hood you di ##sman ##tle the democratic party 	2
1287585810611671040	949795450051354624	[CLS] intimate garden ceremony summer 0 chicago wedding photographer 	0
1287574923301523456	426072105	[CLS] i just picked out my wedding dress today . . . oh yes they are crazy 	1
1287538922206236672	36276358	[CLS] i ’ m only 0 months away from being able to say un ##cut gems was so bad i didn ’ t go to the movies for a year 	2
1287538431321612289	21831433	[CLS] welcome to the party . rip to your bank account . 	0
1289992084447997953	47148820	[CLS] when i get better i m going to treat myself to a restaurant in chinatown 	1
1289974824694161415	139659430	[CLS] my friend has been stuck in a relationship with a woman who wants expensive gifts and expects a destination wedding . him what should i do me run . 	1
1289964741746597888	548358552	[CLS] i really was up and ready to go an hour earlier than i needed to be for this wedding and a simple check of my calendar would have prevented that lo ##lo ##lo ##l real clown bo ##i shit 	2
1289960804247146496	14072878	[CLS] honored to capture co ##vid micro wedding this weekend . while not everyone was able to be there in person , you could definite feel the love and support surrounding these two . while they are saving their big celebration … 	1
1289960429020536833	3785526136	[CLS] our 0 ##nd wedding anniversary celebration yesterday included a stop at and a new book from he still gets me . 	2
1289953450323619840	941538966871912448	[CLS] so this is your get out of going to church card it ’ s getting old little [unk] 	1
1289948699200827393	60393677	[CLS] thinking of the time when i first moved to chicago and i went on a date with a man in his 0 ##s and he said “ if you want more ins ##tagram followers i could tag you in one of my posts ” and i never spoke to him again 	1
1289944941905338370	327736079	[CLS] oh to be able to go to a concert at st andrew ’ s or el club again 	0
1289938280666951688	1114962231127617536	[CLS] i am quietly hoping that the wedding i m a part of in two weeks gets cancelled j ##f ##j ##d ##js ##js ##j ##d ##j ##d ##j ##js ##js 	1
1289929079014092800	97613792	[CLS] andrew caldwell beating this white boy ass to church music [unk] 	1
1289923439742967809	240971662	[CLS] in response to the “ marriage is hard ” advice people love to give my parents always say “ life is hard , but marriage to the right person should make the hard parts easier ” they have been married for 0 years , and i included it in my wedding ceremony last year 	1
1289875456871657472	947896220	[CLS] i don ’ t know your current status but if you are single i would love to invite you out on a date . i like alone in chicago . yes can r ##wee ##et me here 	0
1289808823880826881	784111323277852672	[CLS] i wanna go shopping 	2
1289785970032668673	25431990	[CLS] we just got back from a wedding . such a bum ##mer to see this . 	2
1289770875345043456	1056401186	[CLS] you are missing the real treat . in the upper right corner is a magic weather changing red sharp ##ie you can re ##rou ##te hurricanes and everything you could draw additional stick people into your wedding photos for free 	0
1289759238403895302	39426248	[CLS] probably would for a drink . food was 	1
1289749610039095296	26517291	[CLS] cong ##rat ##s to adam ag ##nies ##z ##ka on their wedding last weekend photography by christian ya ##h for edward fox photography video . . . … 	0
1289747274256408576	18358023	[CLS] i dj ##ed a wedding and the couple wanted all 0 ’ s hip hop . i was like 	1
1289731878291935232	85044813	[CLS] same here dear miss concerts , going to the movies , silver room block party etc [unk] 	2
1289725659380461568	22578954	[CLS] haven ’ t been to the gym since they closed down , haven ’ t gone back . i ’ m in better shape . for me it ’ s all mental pa . 	2
