258556885	2021-05-03T23:49:31.000Z	1389366544191401987	Me every check lol... no more going out.. 😂😂😂 @ Carson, California 	{'coordinates': {'type': 'Point', 'coordinates': [-118.26, 33.8397]}, 'place_id': '56909099a1d44057'}
200759592	2021-05-03T23:33:29.000Z	1389362507995701252	Lol me every time I go out 	{'place_id': '3b77caf94bfc81fe'}
174413539	2021-05-03T23:04:10.000Z	1389355127790706692	My new job will literally pay me to go back to school . That’s it, I’m going back to school to get my bachelors  & maybe continue my education	{'place_id': '7a615ec218d177f6'}
1049049672	2021-05-03T22:34:48.000Z	1389347740459491328	getting faded and going out to eat w/ someone funny &gt;&gt;&gt; 😚🤌🏽	{'place_id': '3b77caf94bfc81fe'}
948277603646849025	2021-05-03T22:28:41.000Z	1389346201728786434	Very adamant about going back to school this year	{'place_id': '0fc6568d145d84ac'}
754030149817864197	2021-05-03T22:23:40.000Z	1389344935728402432	what if we all stop going to college you think they’ll drop the prices 😩?	{'place_id': '1d62d313a45d799f'}
1255591416144642048	2021-05-03T21:54:30.000Z	1389337598766641161	My ninth grade boyfriend came to school dressed like this and I broke up with him 😂😂😂😂😂😂 	{'place_id': '3b77caf94bfc81fe'}
874840990196150272	2021-05-03T21:38:32.000Z	1389333580795441153	Nah I don’t even finish those joints I aint gon hold. 🤣 who wants to school work? 	{'place_id': 'b0b79caecef59fb5'}
348070582	2021-05-03T21:36:04.000Z	1389332958574645249	Im not mad at this. Because you can choose to wear a mask or not go out if you don’t want to lol. Just respect my 0 feet if I don’t know you 😂 	{'place_id': '3b77caf94bfc81fe'}
1138851351734169600	2021-05-03T21:15:55.000Z	1389327889082978306	 Lowkey they do a lotta ppl out here their ppls came from Louisiana I jus needa go out and try more spots	{'place_id': '3b77caf94bfc81fe'}
1360324684982624257	2021-05-03T21:09:46.000Z	1389326340210323456	 Thankful for all my family in the  You guys are now all  honorary uncles and nieces as you’ve help pave the way for my son to go to college! Also, for me to continue my medical missions! ✌🏽♥️🌍wide due to 	{'place_id': '3b77caf94bfc81fe'}
719724461960900608	2021-05-03T20:36:09.000Z	1389317878264995842	Whenever I go to work I get major anxiety, throw up feelin' Just gotta power through 💪🏽	{'place_id': '20ba6fb3b1ee82da'}
760942302172938240	2021-05-03T20:33:11.000Z	1389317133381689345	People actually are so miserable. Why must you go out of your way to potentially destroy someone’s life when you’ve never met them?	{'place_id': '3b77caf94bfc81fe'}
843877839011168256	2021-05-03T19:50:09.000Z	1389306301939785728	 Thank you friend!!!!Yes we need to go out and celebrate after ❤️❤️🇺🇸🇺🇸	{'place_id': '3b77caf94bfc81fe'}
702955155503734784	2021-05-03T19:36:20.000Z	1389302825969094658	I wish I had friends to go out with	{'place_id': '67571a7baaa5906b'}
1167159309668503553	2021-05-03T19:20:06.000Z	1389298739609686019	  But if they had traveled, had to quarantine upon return as a condition of returning to school, then at least local transmission would have been interrupted. We had given up on containment as a medical community and it stands to reason that the public would have given up too.	{'place_id': '59612bd882018c51'}
176973099	2021-05-03T18:58:23.000Z	1389293276100927490	Who represents your interests? What inspires you? What keeps you up at night? What gets you excited to go to work? How can we work together to make our lives better? 	{'place_id': '3b77caf94bfc81fe'}
327739087	2021-05-03T18:39:23.000Z	1389288496074878977	 Exactly!!! Lmao it was my favorite thing to talk about when I would go to school on Monday after Friday night smack down or even on Tuesdays 😂 the day after RAW	{'place_id': '3b77caf94bfc81fe'}
585391355	2021-05-03T18:32:55.000Z	1389286866944282627	 I think it’s much easier to NOT be creepy. feels like you have to go out of your way to stoop to such a level. Men will never get it	{'place_id': '3b77caf94bfc81fe'}
319932465	2021-05-03T16:42:21.000Z	1389259041013059587	My condolences go out to the Unser family. 😞 	{'place_id': 'f8f8ee516109ee0e'}
4432655654	2021-05-03T16:07:31.000Z	1389250275202932740	I usually go out to nature during a “0” so it’s definitely time to go to some nature ⛰ and hike to the top to celebrate  0 weeks at the top of the tennis world. 	{'place_id': '01c060cf466c6ce3'}
525962454	2021-05-03T15:15:51.000Z	1389237275024789510	Imagine going to work w heelys 👀	{'place_id': '0c2e6999105f8070'}
545528348	2021-05-03T14:22:41.000Z	1389223893441794048	Don't plan on going to school, but I'm a barista who wants to be a tattoo artist0racha - Bin &gt; Han &gt; Chan 	{'place_id': '3b77caf94bfc81fe'}
4544090532	2021-05-03T14:08:34.000Z	1389220342158135301	Not sure if these ppl forgot to set their alarms or if they aren’t going to work today 😬	{'place_id': '3b77caf94bfc81fe'}
1659803232	2021-05-03T13:23:11.000Z	1389208919558348800	well i'm not going out on a sunday again 🤣	{'place_id': 'cf2d9d01f16e9bd4'}
1265950379092529158	2021-05-03T11:22:48.000Z	1389178626260697089	I  don’t wanna go to work later lol	{'place_id': '3134f9d2892d2685'}
