1445176795364564996	353719036	Damn everybody at my job got a hit up to not go to work today but me.. where’s the respect?	2
1445168961268719616	54641307	 League Pass Just isn’t going to work?	2
1445161604946014210	621591354	Good lord. NYC is so damn expensive. Going out to eat every night and having $0 meals🤦🏾‍♂️🤦🏾‍♂️	2
1445158687077814272	14056636	almost had a mental breakdown realizing i’m going to have to go to work almost every day for the rest of my life :)	2
1445154384590118915	928021057583411200	At a college fair with my little sister and wow it’s real. She’s going to college next year. When did she get this old?	0
1445144115436478466	278685001	 tommy i need an excuse to not go out this week and i found it so please not now	2
1445141141977018373	1248717918713647112	We ain’t never going out bad for these bitches	2
1445140481386680321	814854968721244161	If ya wanna fuck the boyfriends do that, don’t go out ya way to become friends with his bitch😭😭😭😭😭😭 	2
1445138671636725774	60203175	lmao as i literally just scheduled my newsletter to go out.  🥳 	0
1445135952784003073	33043614	So we really have to go out and protest our black squares? 🥲	2
1445133661733597194	928021057583411200	I wanna go out for dinner	2
1445133053580517385	431258729	instagram going out real sad 	2
1445121845099962381	16897779	Facebook and Instagram are acting like my dad … Said they were just going out to grab some milk, and … 	0
1445119968115372039	620611977	 Caught that, the mass of information reported that will need to be retracted should be high on this one. The after incident reports might not go out until the spring.	2
1445118434774331396	3026501050	I went to the gym went to school cleaned and now I’m making food I’m so damn exhausted	2
1445107781397356556	1248717918713647112	These niggas so lame going out bad, these hoes so trash going out sad.	2
1445107611565756418	3817651468	All I seen him do it walk in and thern walk back out in the house to go to work and kept saying you have it good when I never seen you as much. I'm glad I was a bad kid because I would be out in the streets. Thank God for video games.	2
1445101472170061826	1262948400	I literally didn’t even go out all I did was skip dinner. I haven’t even walked up stairs like what the actual fuck man	2
1445098318372261895	23266715	Considering four out of the six words in the tag line are double uses of “DIVORCED” and “BEHEADED” - I’m gonna go out on a limb and say that sufficiently indicates some heavy content.This is a remarkably silly take. 🙄 	2
1445091876726624267	95088762	 The advantaged??? Do you know how many disadvantaged and disenfranchised kids get to go to college because of scholarships likes theses?! You don’t have to slight one for the other. ALL of it necessary. Library’s are also for people who actually like reading and using resources.	2
1445090926133657603	52864325	Not y’all over here posting pictures talking about “since IG is not working” y’all better go to work or find work to do lol	0
1445086932548165646	843563270044880903	Tribe Mark - Go OUT NOW      	0
1445085206235521030	1223124221317926913	 It's not just  but all politicians.  MAN created money, they can clear it too.   STOP relying on debt to 'stimulate economy'.... Proper spending should do it on its own.  Doesn't take financial genius bc those people in WH keep making things worse...and they went to school	2
1445082375977934852	1242218313423478785	Person; I work really hard to get in shape but nothing is working… Me; well, what are you doing with your weekends. Person; I usually hang with friends, go out for drinks, eat out, sleep in, and have fun! Me; Well getting in shape doesn’t stop at the gym or the weekend…	2
1445082126265851905	1271968964655095808	if instagram is gone forever i might have to go back to school and work in finance… someone help	2
1445079685537353732	2677412692	You decide how things are going to work out for you. When you make up your mind, nothing can stop you. 🤟🏾	0
1445073835326332934	1309411344	friends who make you do a full travel trips for their birthdays—can’t we just go out to dinner?! like i don’t want to spend a lot of money for your birthday!!!	2
1445061374426689551	859813111829811202	 Not really i be going home when everyone else is just going to work	2
1445060763694010384	18699812	And that’s the other thing. You incur mad debt and then go into the workforce on the back end making the same 0k a year that a person who didn’t go to school made. 	2
1445058764260925440	15495117	 Unless their camouflage looks like chairs and microphones I'm not sure it's going to work.	2
1445048051945644033	22774696	 Why would any NFL team in their right mind hire a lifetime successful college coach.. these guys can’t take losing, can’t deal with the Pro nfl biz side and they run back to college every time it gets tough	2
1445040025482190848	509771404	I feel bad for ppl who don’t go out for music…. Like what do you do for fun?	2
1445037205303484425	938384714527858688	[me if someone came to my office and pitched me a show about a squid game] “eh it’s been done”	2
1445035921234145291	987871422	If you guys want to know. I’m damn proud of my guys. They sacrifice a ton. The parents are investing in their futures. And to see them go out and play smart football while executing their coaches game plan is amazing. It takes a team to get these young men where they are.	0
1445027242623610887	1351831818853642240	What Would You Do With 0 Million Dollars ??     Payoff my mortgage,  send my kids to college,  buy a  New  	0
1445026668352098310	635270706	bruh monday again gotta go to work again 😩	2
1445022620412416000	21088518	New game: go to work and have everyone throw $0 down, last person to bring up Covid or the vaccine takes all the money.	2
1445021211042455556	146874191	Sooooo lazy to get up and go to work 😩😩😩	2
1445015621490642944	2967778852	 be your authentic self and WIN today! Today Skylar wanted to dress as Cinderella to go to school. I said “Why not? Life is too short!” 	0
1445011538818093058	820044244798885889	   Nooooope... Idk how long ago you went to school but when I went, I was taught that if I make a claim/statement, I have to cite sources. I didn't make the statements, you did. You provide the sources.	2
1445010843201064969	825067209840013312	THE Daily Fantasy Newsletter is going out soon. Make sure to sign up with the link in my bio!	0
1445005371278508040	6508602	Sometimes, Mondays somehow begin with ease, if still rushed. Got out of bed, showered, made breakfast for the kids, enjoyed  wrote my Morning Pages, took kids to school & swinging by  on way home. Happy Monday all! 	0
1445005121864323082	303926930	Going out on Sunday always sounds so much better on paper	2
1444993387615117312	1340891723556413442	When you had to go to school on the other side of the city &lt;&lt;&lt;&lt;&lt;&lt;&lt;	2
1444985464017018880	1449532381	What's y'all go to work song this morning. Here's mine. 	0
1444916215491829761	3080976899	 season two around corner on tv.  How does it feel to roll out of bed give everyone a kiss go to work then come home  instead of being in Canada?  Hoping soon take road trip with rv to  Texas hope  ok to bring 0 labs their our children. Stacy 	0
1444912220232617986	30124112	Of existence. Lord knows I try and put on such a big act and I’m able to hold it together for long periods of time but I am sincerely Tired! Like tire tire! I hate being in this state! I hate that I need to go to work in a few hours and can’t just hide in my bed. My mind won’t	2
1444874503981576192	1006946264234315778	LOVE ON TOUR WAS SO GOOD I NEVER WANNA GO BACK TO SCHOOL SOLELY BC OF IT 😭	2
1444872360138575875	25136945	     Either way, I provided a link to a thread & screenshots. He refused to condemn his fascist support. He spent hours going out of his way to avoid just saying “fuck those people, I dont want their support”. He had multiple opportunities to do so. His choice not to was heard clearly	2
1444859885791887361	387354752	Sometimes we don’t appreciate allegations we have mara I’ll go out and say that I appreciate the life I’ve worked for🙏🏾modimo dankie shem	0
1444851127997108227	249333908	This city has me going out at 0pm on a Sunday night and sipping a $0 margarita. 	0
1444850265279062018	54132636	On the 0 train she was going to college he was going to work & now they're making 0yrs of marriage this month 😂 	2
1444833941110788097	4320157515	i spent 0 hrs in the car and now i gotta drive to school .. nauseous as hell	2
1445531770208743429	363083125	I have a serious question.. if you quit your job because you refuse to get vaccinated where are you going to work?	2
1445527451484966912	270976574	If you only have one pair of workout shoes ...probably not going to work for me	2
1445518440500908035	2323148492	I finally started putting effort into dating and I hate it sm lol. The apps are full of weirdos. I hardly click with someone when I do go out. And the second I actually like someone, he barley texts back. Cool cool cool 🙃	2
1445515570376429580	1262948400	   We all participate in it and it’s inevitable. You seeing an ad and going out to purchase it bc of that ad is participating in it. You see someone with a specific standard and you emulate it, you’re participating. That doesn’t mean you’re the cause, but we all here participate.	0
1445513447177789446	4320157515	i find it so funny how ppl go out of their way to say her/him instead of saying they 	0
