897800636099690497	2021-01-11T23:24:26.000Z	1348772790317494273	Visit South Knife & taste the irresistable Fiske Terrace ex-racing dog	{'coordinates': {'type': 'Point', 'coordinates': [-73.95057308, 40.7210729]}, 'place_id': '011add077f4d2da3'}
53108210	2021-01-11T22:56:43.000Z	1348765812908306432	My guess is that raw LK tatsu and LK tatsu canceled from buttons will be exactly the same but LK tatsu canceled from V-Skill &gt; K is what has a new script that makes it have shorter travel distance.This is how Capcom usually handles these types of things.   	{'place_id': '00c39537733fa112'}
112500859	2021-01-11T22:35:27.000Z	1348760463098703875	Check out one of the recent listings from  Business Council member The Joe Tirone Team at  If you are interested in  more about this  please visit their website at  	{'place_id': '00c55f041e27dc51'}
14626253	2021-01-11T22:24:20.000Z	1348757664591966216	It dawns on me that with less travel and more lies these days we really need a  vs a  Who would you add?	{'place_id': '01a9a39529b27f36'}
202755777	2021-01-11T22:22:14.000Z	1348757137170845696	A few boxing training opportunities exist. Visit my website at:     (at  in New York, NY)  	{'coordinates': {'type': 'Point', 'coordinates': [-73.99584194, 40.72638288]}, 'place_id': '01a9a39529b27f36'}
130987962	2021-01-11T22:10:51.000Z	1348754271538466816	Last year's travel plan to  Vermont never happened. But this year will be  different	{'place_id': '6044e4b560b3c2be'}
257503064	2021-01-11T22:09:39.000Z	1348753968076369921	 stop allowing the places that make NYC NYC die! Youre a progressive.. FIGURE IT OUT.    	{'place_id': '011add077f4d2da3'}
521578875	2021-01-11T21:47:53.000Z	1348748490898288640	  I want him to lose everything. His pension, secret service protection, travel - every possible perk. And of course to go to prison.	{'place_id': 'b74cebcb62a1a686'}
52245173	2021-01-11T21:27:42.000Z	1348743409863946241	   no, we’re opposed to demolishing green space like the elizabeth street gardens, which nyc yimby is dying to do empty lots &gt; public gardens	{'place_id': '00c39537733fa112'}
414661928	2021-01-11T20:40:31.000Z	1348731538364633089	Been in the USA for the last 0 months and it’s been like that all the time. No problem at all, everyone does it without any fuss. I really do not know why it’s such an issue to us brits.  At present travelling back to U.K., dreading coming back to this misery 	{'place_id': '00c39537733fa112'}
983737726896869376	2021-01-11T20:16:31.000Z	1348725499699326982	Time travel oriented picks from    	{'place_id': '01a9a39529b27f36'}
971805356535025664	2021-01-11T19:29:57.000Z	1348713777500446721	Sounds like my cat when I put him in the travel cage. 🐈  	{'place_id': '01a9a39529b27f36'}
516131956	2021-01-11T19:11:46.000Z	1348709204287246339	someone should be my travel buddy fr 😭	{'place_id': '049dab98ad35cd07'}
328500061	2021-01-11T19:09:16.000Z	1348708572201426945	Love when the fam comes to visit! 	{'place_id': '01a9a39529b27f36'}
4625856350	2021-01-11T19:05:52.000Z	1348707719637684231	La Fuori Incorporates Travel and Savoir-faire of the Exotic East and West For Sustainable Fashion Line  	{'coordinates': {'type': 'Point', 'coordinates': [-74.0007613, 40.7207559]}, 'place_id': '01a9a39529b27f36'}
103204619	2021-01-11T19:05:52.000Z	1348707719184867337	La Fuori Incorporates Travel and Savoir-faire of the Exotic East and West For Sustainable Fashion Line  	{'coordinates': {'type': 'Point', 'coordinates': [-74.0007613, 40.7207559]}, 'place_id': '01a9a39529b27f36'}
1304182940893618179	2021-01-11T19:04:26.000Z	1348707358537633795	How cool is this!! 🐋 Looks like we have some aquatic friends visiting since the waters are a bit cleaner right now 🐳  	{'place_id': '00c39537733fa112'}
619621471	2021-01-11T18:46:57.000Z	1348702957961965570	This is absolutely incredible. It’s shocking that our government nor the  stepped in to help them but it’s incredible to see that Barstool stepped in and saved them. A must visit. 	{'place_id': '00c39537733fa112'}
2164819860	2021-01-11T17:45:29.000Z	1348687488076963849	Our new winter schedules are now in effect.  We have made adjustments to account for the change in rider habits and to account for social distancing.To view your new schedule visit  	{'place_id': '0427846a106c0bd9'}
888490557764448257	2021-01-11T17:25:39.000Z	1348682496532209667	We had another successful virtual author visit with Dr. Killibrew. Her conversation was inspiring and uplifting. Scholars left feeling that they too can go to the White House.   	{'place_id': '011add077f4d2da3'}
4857557733	2021-01-11T17:08:31.000Z	1348678186217971720	Check out the 0th annual  Black Comic book festival January 0-0, 0Click on the link  to visit thier Eventbrite page to register and see the schedule of events for the festival.    	{'place_id': '002e24c6736f069d'}
2714882104	2021-01-11T17:05:06.000Z	1348677326888984579	          Hahahahaha! I would love to visit, someday. The worst part of the pandemic is not being able to travel. My wife is retired and we were ready to GO! I have 0,0 points saved up! LOL That's 0 weeks of the most expensive rooms!Like at the Intercontinental!	{'place_id': '65e3a577f1940550'}
37626250	2021-01-11T16:46:38.000Z	1348672679121973248	0 days since my last visit to NYCAn old pilots rule: If skies go crazy - keep calm 😝I miss New York Sunsets 😢 @ Gantry Plaza State Park 	{'coordinates': {'type': 'Point', 'coordinates': [-73.95783663, 40.74683796]}, 'place_id': '00c39537733fa112'}
14603404	2021-01-11T16:45:11.000Z	1348672314821500929	How convenient! These national guard troops can have the government pay for their travel and lodging to attend Trump’s next sedition rally! 	{'place_id': 'f1a993cc8833f408'}
20877868	2021-01-11T16:27:06.000Z	1348667763150249989	Pandora’s newest 0 collection has arrived in store! Visit our Oceanside showroom today 💙     @ SVS Fine Jewelry 	{'coordinates': {'type': 'Point', 'coordinates': [-73.64065, 40.6302]}, 'place_id': '39411d80c106aa80'}
990717649	2021-01-11T16:23:21.000Z	1348666819633176578	I William McCullough 0rd in Newyork City ( USA )  Delicious Iced Coffee to begin my Travel today. (  King ) (  Ace of Spade and King of Spade ) ( I Habibi -  I BeBella ) 	{'coordinates': {'type': 'Point', 'coordinates': [-73.99112517, 40.7588419]}, 'place_id': '01a9a39529b27f36'}
