484523021	2021-03-01T23:31:34.000Z	1366531590554341384	New  “Late to the Party” Produced by   🎚🎛🎚  for  @ In the Studio 	{'coordinates': {'type': 'Point', 'coordinates': [-118.2718524, 34.07665474]}, 'place_id': '3b77caf94bfc81fe'}
2792979326	2021-03-01T23:05:04.000Z	1366524921799532544	October 0th, 0!!!! We have a WEDDING DATE!!! 💒👰🏻‍♀️🤵‍♂️🤵🏽‍♂️💍	{'place_id': '0c2e6999105f8070'}
22582399	2021-03-01T22:30:55.000Z	1366516326701830144	Supporting my best friend on his wedding day & all the days 	{'place_id': '3b77caf94bfc81fe'}
852322190095601664	2021-03-01T21:46:26.000Z	1366505133803118594	When you want a  but you are also a responsible 😷  wearerWe ❤ our customers                  	{'place_id': 'd563cf7307e4ba95'}
1007674789	2021-03-01T21:13:46.000Z	1366496912422047744	trying to eat healthy in my household seems impossible and then when i say no 0 eating out every0 takes it personally 🥲	{'place_id': '2008b1cea656f14b'}
2792979326	2021-03-01T20:48:17.000Z	1366490497334661121	My mom sees how stressed I am about finding my wedding date and planning everything and she just gives me the biggest bear hug and kiss and tells me that everything is going to work out, I love my mom 🥺❤️	{'place_id': '0c2e6999105f8070'}
42272464	2021-03-01T18:50:50.000Z	1366460940053401600	Came to the mall not realizing they open until 0 so now I’m just chillin with the elderly who use the empty mall to get their morning walk in.	{'place_id': '3b77caf94bfc81fe'}
111769085	2021-03-01T17:50:22.000Z	1366445725039517702	 Im already trying to figure our where i want to add it into my wedding but they might just be too much jonas already 🙈	{'place_id': 'c1e1a49e92ce1ba0'}
339102721	2021-03-01T17:41:13.000Z	1366443419501957121	Why go shopping for seasonal decorations when you can make them yourself! Registration is now OPEN for the Active Adults Stay-At-Home Art Project! Participants will receive a kit with supplies needed to create their own  wreath! 🆕✂️🌸 ➡️🖥:  	{'place_id': '5e68ca240e32025a'}
1115596310759895040	2021-03-01T15:40:50.000Z	1366413124572573699	 CA and it’s the worst. I’m getting ready for my 0th trip out of state mostly so I can belly up to a bar for a proper drink and sit inside a restaurant for a proper meal something I’ve been unable to do in CA for many many months.	{'place_id': 'e1e35d357ceefa52'}
1324476761552248833	2021-03-01T15:18:54.000Z	1366407605359308805	America 🥲🇺🇸When you have a party that hangs out with domestic terrorists & call themselves crusaders of freedom! & the FBI is slapping these traitors/Oath boys/Proud Boys while they party together at CPAC! Democracy is dying in America 🥲🇺🇸 	{'place_id': 'bcd6f5a92e969e33'}
703674327548334080	2021-03-02T23:26:53.000Z	1366892797085642755	Also!!! Shooting a wedding this month. 🙌🏽✨	{'place_id': '3b77caf94bfc81fe'}
96492309	2021-03-02T23:19:28.000Z	1366890931929051136	 Go to the gym with me🤷🏻‍♀️	{'place_id': '00b028b400039d97'}
61101612	2021-03-02T23:18:11.000Z	1366890607625441280	So glad I was able to shoot this wedding the other week and happy to share the moment! Being out and taking photos and videos brings me joy and gives value to those I help and I love it!  	{'place_id': 'eb1bb64775708bc1'}
412124163	2021-03-02T23:14:56.000Z	1366889791602659330	Like u eating out and lying about it or jaja saludos 	{'place_id': 'd71cc91cb651e322'}
2555880805	2021-03-02T22:40:03.000Z	1366881014711128065	It’s one thing to rake  over the coals he was hitting on women at the office. This is not allowed. But to drag him for trying to pick up a women at a wedding? He asked if he could kiss her, she said no, done.	{'place_id': '3b77caf94bfc81fe'}
278427293	2021-03-02T22:06:22.000Z	1366872537116807168	Ughhhh, I’m supposed to go with my mom to a family wedding in Dallas in two weeks. F me for being a good daughter! 	{'place_id': '0d9a7f9b8f0baf12'}
164050425	2021-03-02T21:53:36.000Z	1366869324409958400	Someone take me out on a date	{'place_id': '3b77caf94bfc81fe'}
852322190095601664	2021-03-02T21:52:30.000Z	1366869046600208384	When you see  driving up and you bust out the  moves 🕺🍦                	{'place_id': '07d9e547b5080001'}
91620105	2021-03-02T21:12:33.000Z	1366858994313142273	And that lady who hopped on here to drop a pic of RBG at her wedding and circled back to say RIP like we forgot 	{'place_id': '3b77caf94bfc81fe'}
1152631261	2021-03-02T21:08:22.000Z	1366857938980073474	Sweet little thing called love! 🥰.......           #❤️ @ Calamigos Ranch 	{'place_id': 'fbd6d2f5a4e4a15e', 'coordinates': {'type': 'Point', 'coordinates': [-118.81783605, 34.09175351]}}
38466712	2021-03-02T20:35:50.000Z	1366849753875681282	The 0 in the middle of a weekday. 🚗  I’m a bit late to the party but I have never seen this in 0+ years.  It’s kinda nice. 🚙       	{'place_id': '3b77caf94bfc81fe', 'coordinates': {'type': 'Point', 'coordinates': [-118.355, 34.1509]}}
898962626	2021-03-02T19:49:44.000Z	1366838152917254144	Ok...just to clarify...getting hit on by an old guy at a wedding 0 time.. that you don't work for,  don't report to and never have is not sexual harassment.... CREEPY AF YES, words matter people.  And don't fkng @ me!!! Let the investigation happen, stop fkng eating our own!!	{'place_id': 'a077793faceeda6f'}
320440680	2021-03-02T19:19:10.000Z	1366830456897855489	Home from work early! Who's down for a drink??	{'place_id': '3b77caf94bfc81fe'}
67109577	2021-03-02T19:12:06.000Z	1366828681767706625	Tonight hanging out in Solana Beach w/ the   crewGet the time and address at  	{'place_id': '0c2e6999105f8070'}
1051911361658155014	2021-03-02T18:54:03.000Z	1366824137826574336	 waiting for our wedding	{'place_id': '3b77caf94bfc81fe'}
38805296	2021-03-02T18:17:14.000Z	1366814874425192453	0% of the battle is getting yourself to the gym. After you there you might as well put in the work.	{'place_id': '3b77caf94bfc81fe'}
204419201	2021-03-02T18:10:00.000Z	1366813054092992512	Hope to see you tonight for our monthly meetup!    	{'place_id': '575c6d4e1b73546d'}
