1437545501239349250	1061024385224474624	 Oh my God. Now I have to go out and buy a bottle of Kahlúa	2
1437536163233894401	839513985842020352	Wanna go out for dinner tonight	2
1437529575794384905	20965116	Bittersweet sending my baby Teddie off to school 😭 but it’s good prep for her role as big sister!⠀Btw, it’s the leg cross by Teddie and pinky hold by Georgia (in the second photo) that really gets me! 😩 	0
1437526585146441732	505252335	  🤣🤣🤣🤣🤣🤣🤣🤣What have they actually done besides lecture us on how we should live, when they have an energy eating mansion & fly around on private planes? They just talk while William & Catherine go out and actually *do* things?	2
1437525616207667200	27407704	She is now going out of her way to be the internet’s supervillain. Doing the most for clout. I have a feeling she’ll be eating her words soon anyway 	2
1437525103437172736	3066795225	I go out and make plans around my workout and running schedule. There I said it 😩😩😩	2
1437525084172812290	518894191	I understand we all have fave characters in fiction but those that go out of their way to shit on others taste...garbage	2
1437524221039501316	1012034944707670016	She’s heading to college first class next year. Help me wish Sanai,  a successful senior year. So proud of you baby  	0
1437518322367488001	753010804061011968	"Queer As Punk AND Dawn of Chromatica: The Remixxx are this week and unfortunately I think I'm gonna be missing both 🥺 Not really in the best mental health space right now and I need to get some stuff in order before going out again. Sometimes going out serves as a nice ""break"""	2
1437516619232669696	1197431140438593536	 You are a day ONE friend!   And we found out later that your MOM went to school with me.  Hahahahaaha.  Awesome shiz.	0
1437514788955770882	407607190	Wow I can’t wait to go to work. Im mf inspired and ready.	0
1437511604984160262	17551561	Oops I missed using my TMobile coupon for  but I didn't want to pay 0 dollars for delivery to my office for a free 0 dollar sandwich	2
1437506635656687618	1294749498711842816	My feed 🤣Calling for disbarments and recalls. I'm not going to school for 0 more years to deal with some petty arsehole. That's all mutiny. Grow up. Stop throwing tantrums. All fraud too.	2
1437506377526636545	1419847729988005888	 And it's not going to work for  . If they improve the product then their ratings will go up lol	0
1437479844741140484	729418950220480512	Why TF do people come to school when they're sick 🤦	2
1437476606914613248	824144214741123073	When I was a freshman in college, I had to take 0 buses & 0 trains to school. My mom co-signed on a car for my sister b/c she needed to go to and from work. My sister lived ON THE SAME BLOCK OF HER JOB! A literal 0 min walk 😭	2
1437458765859602435	527032925	 Go out and get it everyone! 	0
1437452507442073601	41000063	When you tell your Palm Springs honey you’re not going out but ends up seeing you out… 🤭😬	2
1437442484259287050	222189121	 Absolutely 💯 I'll follow you back here when my followers to following ratio is under control. I'm going to work on that while the boys are in school today, and I have time.	0
1437439359213457411	839524271604969472	Who the hell am I thinking I could go to work hungover at my age 😐	2
1437437578819432462	2352746881	     Go back to school and study about earth’s core and tectonic plates. This is the problem when you have politician who are single track minded.	2
1437437121451622402	222189121	  I'm so sorry about your mom, I've had Covid hit us here too within the family. My ex is positive right now, and currently in quarantine so I'm here watching the boys so that they could still go to school, and not be around her. They tested negative last week, and are vaccinated	2
1437430022160015367	868152886450020352	 Justin - sorry to learn about your Father’s passing. Prayers of comfort go out to you and your family.	2
1437420671479410696	750747170043621376	  How he go to school AND play in the g league? Lol that don’t add up	2
1437387991446474762	20284772	sorry, can’t go to work today, i need to emotionally recover from the red lights video (jk but i’m quite literally never shutting up about this) 	0
1437376465125789702	2452712388	Me and clar been going out since Thursday 💀💀	0
1437328690782695432	1025253618	 Shit… 😳. These damned pendejos made me an oracle… wtf? They really gave it to the choreo that walked and winked 😑… I knew they were rigged, but did they have to really go out of their way to prove it by being so blatant? 🤦🏻‍♀️	2
1437301269983420417	22730763	If I got to choose one Real Housewife to go out to eat with, it would be  Home girl does not waste a menu, and gets that table covered in delectable goodness. The way I would just talk about our favorite meals all night! ❄️  	0
1437299886400040961	1089211465330876416	Honestly I want to go back to school for my esthetician license.. but like I need everyone to leave me alone when it comes to what I’m doing in my life or working as.... idk i just need a vacay from the world	2
1437289421619879942	2314932763	Crocodile hunter didn’t deserve to go out that way	2
1437275929789616131	102827584	 🇪🇨 food is 🔥 in Queens. Always go out of my way to eat lol when I go there for work. And yeah, been to both fields a lot. Citi Field I also like way more. 😃	0
1437261166972051460	4175194825	It’s safe to say if I want something- I go out and get it.  	0
1437247747065667584	1416547128	 Go to work	2
1437244928166227971	896907874651295744	My friends wanna go out and I just wanna lay down 😩	2
1437242042816495619	950617078750330880	I just wanna come bummy to school this week. Should I?	2
1437240354961457156	258943831	Of all the (Sun)days to go to my office in NoHo. 🙇‍♀️🙇‍♀️🙇‍♀️ 	0
1437239506663403522	1240247544	anyone in burbank know what the loud bang that just made all the power go out was? Its back on but... hmmmn?	2
1437235827478720512	72904301	My parents couldn’t WAIT for me to go to college and get the hell outta the house. After they dropped me off Freshman Year, the entire family went out to dinner at MY favorite restaurant to celebrate my departure…	2
1437229970082861061	839513985842020352	Going out with film people includes mentally creating scenes for your next short as the night progresses bc Everything that happens on a night out could be a movie. “..You could write a scene about this.”	0
1437209436821491712	1359386524568092674	 knows what’s up; College Democrats, yall have an opportunity to vote for this kind of leadership and change to College Democrats of America in just a few days, on September 0-0th!Progress first, Progress now. Vote for all  candidates! 	0
1437209183967842306	1359386524568092674	’s right; we have an opportunity to start achieving this transformative and restorative change to College Democrats of America in less than a week, September 0-0th!Progress first, Progress now. Vote for all  candidates! 	0
1437927341246672899	1419842082701647873	Virtual Back to School Night Title I Parent meeting is happening now! Visit our website  classroom visits begin at 0:0pm  	0
1437894449854484489	1416226574836277249	 Well if you dummies would stop trying to spread COVID your kids could go to school	2
1437888153184968706	1651803373	 I'm on vacation I'm not even going to work lmao	0
1437884582326534146	2386452043	Interesting, so the man who has been more than qualified for an NFL HC gig is interested in going to college for the USC HC job.The Bishop Amat HS/USC alum could come back where it all started. 	0
1437880293570977792	46903420	I went to the nearest voting location to vote on the recall and it was just a COVID center. Now I have to go to work and can’t vote. What the	2
1437879135699828736	54453600	having to go out reporting in  but feel that rather than asking did you vote Yes or No on the  i need to ask are you for or against  campaign  	2
1437877788246036480	305985488	" It wild how people on both sides of the aisle have lost their damn minds about her. Sadly a lot of it boils down to nobody telling those fools that are negging her, ""it's never going to work! She's never going to sleep you!"" Also, if invited, most of the same folks would've gone."	2
1437869694120128512	826318584250916864	   My whole life has been a complete and total risk.  It actually is amazing I am still here but I can say without a doubt the way I do NOT want to go out is intubated and suffocating.	2
1437859116723032064	1089211465330876416	This upcoming week reveals if I move states or not... GO OUT AND VOTE	2
